County,Registered Voters,Stacey Evans (Dem)_Election Day Votes,Stacey Evans (Dem)_Advanced Voting Votes,Stacey Evans (Dem)_Absentee by Mail Votes,Stacey Evans (Dem)_Provisional Votes,Stacey Evans (Dem)_Choice Total,Total,calc_participation
Fulton,63090.0,3366.0,17273.0,8815.0,141.0,29595.0,29595.0,46.9
