County,Registered Voters,Jay Lin (Rep)_Election Day Votes,Jay Lin (Rep)_Advanced Voting Votes,Jay Lin (Rep)_Absentee by Mail Votes,Jay Lin (Rep)_Provisional Votes,Jay Lin (Rep)_Choice Total,Angelika Kausche (I) (Dem)_Election Day Votes,Angelika Kausche (I) (Dem)_Advanced Voting Votes,Angelika Kausche (I) (Dem)_Absentee by Mail Votes,Angelika Kausche (I) (Dem)_Provisional Votes,Angelika Kausche (I) (Dem)_Choice Total,Total,calc_participation
Fulton,38384.0,1668.0,8723.0,3055.0,58.0,13504.0,1086.0,8612.0,5366.0,47.0,15111.0,28615.0,74.5
