County,Registered Voters,Carol Field (Rep)_Election Day Votes,Carol Field (Rep)_Advanced Voting Votes,Carol Field (Rep)_Absentee by Mail Votes,Carol Field (Rep)_Provisional Votes,Carol Field (Rep)_Choice Total,Sam Park (I) (Dem)_Election Day Votes,Sam Park (I) (Dem)_Advanced Voting Votes,Sam Park (I) (Dem)_Absentee by Mail Votes,Sam Park (I) (Dem)_Provisional Votes,Sam Park (I) (Dem)_Choice Total,Total,calc_participation
Gwinnett,44605.0,2309.0,4869.0,2532.0,3.0,9713.0,2725.0,7772.0,5435.0,9.0,15941.0,25654.0,57.5
