County,Registered Voters,"Cecil T. """"Butch"""" Miller (I) (Rep)_Election Day Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Advanced Voting Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Absentee by Mail Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Provisional Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Choice Total",Total
Hall,0.0,12840.0,46120.0,15673.0,51.0,74684.0,74684.0
