County,Registered Voters,Kenneth Deese (Dem)_Election Day Votes,Kenneth Deese (Dem)_Advanced Voting Votes,Kenneth Deese (Dem)_Absentee by Mail Votes,Kenneth Deese (Dem)_Provisional Votes,Kenneth Deese (Dem)_Choice Total,Total,calc_participation,Dem_total
Baker,2258.0,348.0,575.0,294.0,2.0,1219.0,1219.0,54.0,1219.0
