County,Registered Voters,"Emory Dunahoo, Jr. (I) (Rep)_Election Day Votes","Emory Dunahoo, Jr. (I) (Rep)_Advanced Voting Votes","Emory Dunahoo, Jr. (I) (Rep)_Absentee by Mail Votes","Emory Dunahoo, Jr. (I) (Rep)_Provisional Votes","Emory Dunahoo, Jr. (I) (Rep)_Choice Total",Leigh Miller (Dem)_Election Day Votes,Leigh Miller (Dem)_Advanced Voting Votes,Leigh Miller (Dem)_Absentee by Mail Votes,Leigh Miller (Dem)_Provisional Votes,Leigh Miller (Dem)_Choice Total,Total,Rep_total,Dem_total
Hall,0.0,3267.0,11940.0,3494.0,16.0,18717.0,1391.0,4056.0,2547.0,9.0,8003.0,26720.0,18717.0,8003.0
