County,Registered Voters,Terry Bramlett (I) (Rep)_Election Day Votes,Terry Bramlett (I) (Rep)_Advanced Voting Votes,Terry Bramlett (I) (Rep)_Absentee by Mail Votes,Terry Bramlett (I) (Rep)_Provisional Votes,Terry Bramlett (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
Fannin,20399.0,4198.0,6079.0,2631.0,19.0,12927.0,12927.0,63.4,12927.0
