County,Registered Voters,Yasmin Neal (Dem)_Election Day Votes,Yasmin Neal (Dem)_Advanced Voting Votes,Yasmin Neal (Dem)_Absentee by Mail Votes,Yasmin Neal (Dem)_Provisional Votes,Yasmin Neal (Dem)_Choice Total,Total,calc_participation,Dem_total
Clayton,38004.0,3604.0,9409.0,4778.0,74.0,17865.0,17865.0,47.0,17865.0
