County,Registered Voters,"P. K. Martin, IV (I) (Rep)_Election Day Votes","P. K. Martin, IV (I) (Rep)_Advanced Voting Votes","P. K. Martin, IV (I) (Rep)_Absentee by Mail Votes","P. K. Martin, IV (I) (Rep)_Provisional Votes","P. K. Martin, IV (I) (Rep)_Choice Total",Nikki Merritt (Dem)_Election Day Votes,Nikki Merritt (Dem)_Advanced Voting Votes,Nikki Merritt (Dem)_Absentee by Mail Votes,Nikki Merritt (Dem)_Provisional Votes,Nikki Merritt (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Gwinnett,152226.0,9526.0,27387.0,12937.0,29.0,49879.0,6679.0,29107.0,18120.0,35.0,53941.0,103820.0,68.2,49879.0,53941.0
