County,Registered Voters,Rose Wing (Rep)_Election Day Votes,Rose Wing (Rep)_Advanced Voting Votes,Rose Wing (Rep)_Absentee by Mail Votes,Rose Wing (Rep)_Provisional Votes,Rose Wing (Rep)_Choice Total,Mary Frances Williams (I) (Dem)_Election Day Votes,Mary Frances Williams (I) (Dem)_Advanced Voting Votes,Mary Frances Williams (I) (Dem)_Absentee by Mail Votes,Mary Frances Williams (I) (Dem)_Provisional Votes,Mary Frances Williams (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Cobb,69194.0,3426.0,5730.0,4439.0,8.0,13603.0,2547.0,6595.0,6798.0,6.0,15946.0,29549.0,42.7,13603.0,15946.0
