County,Registered Voters,Deetra Denise Poindexter_Election Day Votes,Deetra Denise Poindexter_Advanced Voting Votes,Deetra Denise Poindexter_Absentee by Mail Votes,Deetra Denise Poindexter_Provisional Votes,Deetra Denise Poindexter_Choice Total,Total,calc_participation
Clayton,193326.0,17445.0,50391.0,25944.0,368.0,94148.0,94148.0,48.7
