County,Registered Voters,Heath Clark (I) (Rep)_Election Day Votes,Heath Clark (I) (Rep)_Advanced Voting Votes,Heath Clark (I) (Rep)_Absentee by Mail Votes,Heath Clark (I) (Rep)_Provisional Votes,Heath Clark (I) (Rep)_Choice Total,Stephen Baughier (Dem)_Election Day Votes,Stephen Baughier (Dem)_Advanced Voting Votes,Stephen Baughier (Dem)_Absentee by Mail Votes,Stephen Baughier (Dem)_Provisional Votes,Stephen Baughier (Dem)_Choice Total,Total,calc_participation
Houston,47256.0,3124.0,5812.0,2854.0,4.0,11794.0,2385.0,4461.0,3923.0,4.0,10773.0,22567.0,47.8
