County,Registered Voters,Paige Dasher Mulligan (Rep)_Election Day Votes,Paige Dasher Mulligan (Rep)_Advanced Voting Votes,Paige Dasher Mulligan (Rep)_Absentee by Mail Votes,Paige Dasher Mulligan (Rep)_Provisional Votes,Paige Dasher Mulligan (Rep)_Choice Total,Total,calc_participation,Rep_total
Tattnall,12184.0,1732.0,4134.0,1029.0,0.0,6895.0,6895.0,56.6,6895.0
