County,Registered Voters,"Roger Bowman, Jr. (I)_Election Day Votes","Roger Bowman, Jr. (I)_Advanced Voting Votes","Roger Bowman, Jr. (I)_Absentee by Mail Votes","Roger Bowman, Jr. (I)_Provisional Votes","Roger Bowman, Jr. (I)_Choice Total",Total,calc_participation,Ind_total
Catoosa,45715.0,5048.0,16886.0,3770.0,22.0,25726.0,25726.0,56.3,25726.0
