County,Registered Voters,John Watson (I)_Election Day Votes,John Watson (I)_Advanced Voting Votes,John Watson (I)_Absentee by Mail Votes,John Watson (I)_Provisional Votes,John Watson (I)_Choice Total,Total,calc_participation
Jackson,28962.0,242.0,1106.0,309.0,0.0,1657.0,1657.0,5.7
