County,Registered Voters,Kasey Carpenter (I) (Rep)_Election Day Votes,Kasey Carpenter (I) (Rep)_Advanced Voting Votes,Kasey Carpenter (I) (Rep)_Absentee by Mail Votes,Kasey Carpenter (I) (Rep)_Provisional Votes,Kasey Carpenter (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
Whitfield,26660.0,4456.0,6647.0,2261.0,13.0,13377.0,13377.0,50.2,13377.0
