County,Registered Voters,Carl Wayne Gilliard (I) (Dem)_Election Day Votes,Carl Wayne Gilliard (I) (Dem)_Advanced Voting Votes,Carl Wayne Gilliard (I) (Dem)_Absentee by Mail Votes,Carl Wayne Gilliard (I) (Dem)_Provisional Votes,Carl Wayne Gilliard (I) (Dem)_Choice Total,Total,calc_participation
Chatham,36153.0,4915.0,6938.0,5449.0,42.0,17344.0,17344.0,48.0
