County,Registered Voters,Mary Kay Murphy (I) (Rep)_Election Day Votes,Mary Kay Murphy (I) (Rep)_Advanced Voting Votes,Mary Kay Murphy (I) (Rep)_Absentee by Mail Votes,Mary Kay Murphy (I) (Rep)_Provisional Votes,Mary Kay Murphy (I) (Rep)_Choice Total,Tanisha Banks (Dem)_Election Day Votes,Tanisha Banks (Dem)_Advanced Voting Votes,Tanisha Banks (Dem)_Absentee by Mail Votes,Tanisha Banks (Dem)_Provisional Votes,Tanisha Banks (Dem)_Choice Total,Total,calc_participation
Gwinnett,132505.0,9597.0,22495.0,12902.0,37.0,45031.0,6289.0,21113.0,16603.0,55.0,44060.0,89091.0,67.2
