County,Registered Voters,Jordan Raper (I) (Rep)_Election Day Votes,Jordan Raper (I) (Rep)_Advanced Voting Votes,Jordan Raper (I) (Rep)_Absentee by Mail Votes,Jordan Raper (I) (Rep)_Provisional Votes,Jordan Raper (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
Barrow,55605.0,6904.0,19244.0,5607.0,3.0,31758.0,31758.0,57.1,31758.0
