County,Registered Voters,Keith Powell (I) (Rep)_Election Day Votes,Keith Powell (I) (Rep)_Advanced Voting Votes,Keith Powell (I) (Rep)_Absentee by Mail Votes,Keith Powell (I) (Rep)_Provisional Votes,Keith Powell (I) (Rep)_Choice Total,Total,Dwight Bernard Harris_Election Day Votes,Dwight Bernard Harris_Advanced Voting Votes,Dwight Bernard Harris_Absentee by Mail Votes,Dwight Bernard Harris_Provisional Votes,Dwight Bernard Harris_Choice Total,Sylvia C. Roland_Election Day Votes,Sylvia C. Roland_Advanced Voting Votes,Sylvia C. Roland_Absentee by Mail Votes,Sylvia C. Roland_Provisional Votes,Sylvia C. Roland_Choice Total,Sabrina Hill (Dem)_Election Day Votes,Sabrina Hill (Dem)_Advanced Voting Votes,Sabrina Hill (Dem)_Absentee by Mail Votes,Sabrina Hill (Dem)_Provisional Votes,Sabrina Hill (Dem)_Choice Total,David Breedlove (I) (Rep)_Election Day Votes,David Breedlove (I) (Rep)_Advanced Voting Votes,David Breedlove (I) (Rep)_Absentee by Mail Votes,David Breedlove (I) (Rep)_Provisional Votes,David Breedlove (I) (Rep)_Choice Total,Brad Wheeler (I) (Rep)_Election Day Votes,Brad Wheeler (I) (Rep)_Advanced Voting Votes,Brad Wheeler (I) (Rep)_Absentee by Mail Votes,Brad Wheeler (I) (Rep)_Provisional Votes,Brad Wheeler (I) (Rep)_Choice Total,Lindsay Terrebonne (Dem)_Election Day Votes,Lindsay Terrebonne (Dem)_Advanced Voting Votes,Lindsay Terrebonne (Dem)_Absentee by Mail Votes,Lindsay Terrebonne (Dem)_Provisional Votes,Lindsay Terrebonne (Dem)_Choice Total,Jonathan E. Jones (I) (Rep)_Election Day Votes,Jonathan E. Jones (I) (Rep)_Advanced Voting Votes,Jonathan E. Jones (I) (Rep)_Absentee by Mail Votes,Jonathan E. Jones (I) (Rep)_Provisional Votes,Jonathan E. Jones (I) (Rep)_Choice Total,calc_participation
Berrien,6079.0,155.0,530.0,145.0,0.0,830.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7
Clayton,18629.0,0.0,0.0,0.0,0.0,0.0,6927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.0,3480.0,1778.0,23.0,6927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2
Cobb,88448.0,0.0,0.0,0.0,0.0,0.0,52146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5011.0,13988.0,7940.0,6.0,26945.0,3258.0,11658.0,10272.0,13.0,25201.0,0.0,0.0,0.0,0.0,0.0,59.0
Sumter,7799.0,0.0,0.0,0.0,0.0,0.0,1644.0,119.0,432.0,160.0,0.0,711.0,101.0,616.0,216.0,0.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1
Tift,24449.0,0.0,0.0,0.0,0.0,0.0,13453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3334.0,8251.0,1848.0,20.0,13453.0,55.0
Walton,16229.0,0.0,0.0,0.0,0.0,0.0,6926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,3950.0,1264.0,0.0,6926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7
