County,Registered Voters,Chris Moore (I) (Dem)_Election Day Votes,Chris Moore (I) (Dem)_Advanced Voting Votes,Chris Moore (I) (Dem)_Absentee by Mail Votes,Chris Moore (I) (Dem)_Provisional Votes,Chris Moore (I) (Dem)_Choice Total,Total,calc_participation
Baker,2258.0,336.0,559.0,302.0,2.0,1199.0,1199.0,53.1
