County,Registered Voters,Robert McEver (I)_Election Day Votes,Robert McEver (I)_Advanced Voting Votes,Robert McEver (I)_Absentee by Mail Votes,Robert McEver (I)_Provisional Votes,Robert McEver (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,31240.0,552.0,2096.0,559.0,0.0,3207.0,3207.0,10.3,3207.0
