County,Registered Voters,Tommy Rentz (I) (Dem)_Election Day Votes,Tommy Rentz (I) (Dem)_Advanced Voting Votes,Tommy Rentz (I) (Dem)_Absentee by Mail Votes,Tommy Rentz (I) (Dem)_Provisional Votes,Tommy Rentz (I) (Dem)_Choice Total,Total,calc_participation
Baker,2258.0,349.0,556.0,302.0,2.0,1209.0,1209.0,53.5
