County,Registered Voters,Renitta Shannon (I) (Dem)_Election Day Votes,Renitta Shannon (I) (Dem)_Advanced Voting Votes,Renitta Shannon (I) (Dem)_Absentee by Mail Votes,Renitta Shannon (I) (Dem)_Provisional Votes,Renitta Shannon (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
DeKalb,53713.0,2891.0,15774.0,11278.0,49.0,29992.0,29992.0,55.8,29992.0
