County,Registered Voters,Benjamin Bruce Drennan (Rep)_Election Day Votes,Benjamin Bruce Drennan (Rep)_Advanced Voting Votes,Benjamin Bruce Drennan (Rep)_Absentee by Mail Votes,Benjamin Bruce Drennan (Rep)_Provisional Votes,Benjamin Bruce Drennan (Rep)_Choice Total,Elizabeth Maddox (I) (Dem)_Election Day Votes,Elizabeth Maddox (I) (Dem)_Advanced Voting Votes,Elizabeth Maddox (I) (Dem)_Absentee by Mail Votes,Elizabeth Maddox (I) (Dem)_Provisional Votes,Elizabeth Maddox (I) (Dem)_Choice Total,Total,calc_participation
Crisp,12554.0,859.0,2777.0,684.0,3.0,4323.0,672.0,1928.0,966.0,1.0,3567.0,7890.0,62.8
