County,Registered Voters,Leisa Green Johnson_Election Day Votes,Leisa Green Johnson_Advanced Voting Votes,Leisa Green Johnson_Absentee by Mail Votes,Leisa Green Johnson_Provisional Votes,Leisa Green Johnson_Choice Total,Total,calc_participation
Dougherty,61172.0,9537.0,10786.0,8726.0,87.0,29136.0,29136.0,47.6
