,Precinct,County,Registered Voters,William A. Enloe_Election Day Votes,William A. Enloe_Advanced Voting Votes,William A. Enloe_Absentee by Mail Votes,William A. Enloe_Provisional Votes,William A. Enloe_Choice Total,Total,calc_participation
0,Rabun County,Rabun,13072.0,1250.0,4748.0,2037.0,0.0,8035.0,8035.0,61.5
