County,Registered Voters,Harold Herndon (Rep)_Election Day Votes,Harold Herndon (Rep)_Advanced Voting Votes,Harold Herndon (Rep)_Absentee by Mail Votes,Harold Herndon (Rep)_Provisional Votes,Harold Herndon (Rep)_Choice Total,Total,Stanley Corbett (I) (Rep)_Election Day Votes,Stanley Corbett (I) (Rep)_Advanced Voting Votes,Stanley Corbett (I) (Rep)_Absentee by Mail Votes,Stanley Corbett (I) (Rep)_Provisional Votes,Stanley Corbett (I) (Rep)_Choice Total,Debbie Whitlock (I) (Rep)_Election Day Votes,Debbie Whitlock (I) (Rep)_Advanced Voting Votes,Debbie Whitlock (I) (Rep)_Absentee by Mail Votes,Debbie Whitlock (I) (Rep)_Provisional Votes,Debbie Whitlock (I) (Rep)_Choice Total,Tom Garrison (Rep)_Election Day Votes,Tom Garrison (Rep)_Advanced Voting Votes,Tom Garrison (Rep)_Absentee by Mail Votes,Tom Garrison (Rep)_Provisional Votes,Tom Garrison (Rep)_Choice Total,calc_participation
Brantley,11888.0,1904.0,4034.0,711.0,8.0,6657.0,6657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
Echols,2156.0,0.0,0.0,0.0,0.0,0.0,1303.0,233.0,935.0,135.0,0.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4
Rabun,13072.0,0.0,0.0,0.0,0.0,0.0,8321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,4974.0,2027.0,0.0,8321.0,63.7
Stephens,0.0,0.0,0.0,0.0,0.0,0.0,10243.0,0.0,0.0,0.0,0.0,0.0,1399.0,7176.0,1664.0,4.0,10243.0,0.0,0.0,0.0,0.0,0.0,0.0
