County,Registered Voters,Bee Nguyen (I) (Dem)_Election Day Votes,Bee Nguyen (I) (Dem)_Advanced Voting Votes,Bee Nguyen (I) (Dem)_Absentee by Mail Votes,Bee Nguyen (I) (Dem)_Provisional Votes,Bee Nguyen (I) (Dem)_Choice Total,Total,calc_participation
DeKalb,53130.0,2974.0,18194.0,11364.0,68.0,32600.0,32600.0,61.4
