County,Registered Voters,Tim Burgess (I) (Rep)_Election Day Votes,Tim Burgess (I) (Rep)_Advanced Voting Votes,Tim Burgess (I) (Rep)_Absentee by Mail Votes,Tim Burgess (I) (Rep)_Provisional Votes,Tim Burgess (I) (Rep)_Choice Total,Laura Williams Ormes (Dem)_Election Day Votes,Laura Williams Ormes (Dem)_Advanced Voting Votes,Laura Williams Ormes (Dem)_Absentee by Mail Votes,Laura Williams Ormes (Dem)_Provisional Votes,Laura Williams Ormes (Dem)_Choice Total,Total,Bobby E. Hall (I) (Rep)_Election Day Votes,Bobby E. Hall (I) (Rep)_Advanced Voting Votes,Bobby E. Hall (I) (Rep)_Absentee by Mail Votes,Bobby E. Hall (I) (Rep)_Provisional Votes,Bobby E. Hall (I) (Rep)_Choice Total,Steven Cabe (I) (Rep)_Election Day Votes,Steven Cabe (I) (Rep)_Advanced Voting Votes,Steven Cabe (I) (Rep)_Absentee by Mail Votes,Steven Cabe (I) (Rep)_Provisional Votes,Steven Cabe (I) (Rep)_Choice Total,Sue Finley (I) (Rep)_Election Day Votes,Sue Finley (I) (Rep)_Advanced Voting Votes,Sue Finley (I) (Rep)_Absentee by Mail Votes,Sue Finley (I) (Rep)_Provisional Votes,Sue Finley (I) (Rep)_Choice Total,Lynne Massey Wheeler (I) (Rep)_Election Day Votes,Lynne Massey Wheeler (I) (Rep)_Advanced Voting Votes,Lynne Massey Wheeler (I) (Rep)_Absentee by Mail Votes,Lynne Massey Wheeler (I) (Rep)_Provisional Votes,Lynne Massey Wheeler (I) (Rep)_Choice Total,calc_participation,Rep_total,Rep_steal,Dem_total
Gordon,26897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15671.0,6118.0,7447.0,2100.0,6.0,15671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,15671.0,15671.0,0.0
Jackson,20711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,2755.0,822.0,1.0,4363.0,21.1,4363.0,4363.0,0.0
Oconee,30071.0,2778.0,11766.0,3038.0,3.0,17585.0,641.0,3824.0,2529.0,1.0,6995.0,24580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7,17585.0,0.0,6995.0
Pickens,23766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6123.0,6598.0,2113.0,7.0,14841.0,0.0,0.0,0.0,0.0,0.0,62.4,14841.0,14841.0,0.0
Rabun,13072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8342.0,0.0,0.0,0.0,0.0,0.0,1308.0,4989.0,2045.0,0.0,8342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,8342.0,8342.0,0.0
