County,Registered Voters,Jeffrey B. Wilbur_Election Day Votes,Jeffrey B. Wilbur_Advanced Voting Votes,Jeffrey B. Wilbur_Absentee by Mail Votes,Jeffrey B. Wilbur_Provisional Votes,Jeffrey B. Wilbur_Choice Total,Total,calc_participation
Cherokee,45420.0,1444.0,3970.0,1408.0,0.0,6822.0,6822.0,15.0
