County,Registered Voters,Kyla Cromer (I) (Rep)_Election Day Votes,Kyla Cromer (I) (Rep)_Advanced Voting Votes,Kyla Cromer (I) (Rep)_Absentee by Mail Votes,Kyla Cromer (I) (Rep)_Provisional Votes,Kyla Cromer (I) (Rep)_Choice Total,Total,Roger L. Smith (I) (Dem)_Election Day Votes,Roger L. Smith (I) (Dem)_Advanced Voting Votes,Roger L. Smith (I) (Dem)_Absentee by Mail Votes,Roger L. Smith (I) (Dem)_Provisional Votes,Roger L. Smith (I) (Dem)_Choice Total,Randy Sirmans (Rep)_Election Day Votes,Randy Sirmans (Rep)_Advanced Voting Votes,Randy Sirmans (Rep)_Absentee by Mail Votes,Randy Sirmans (Rep)_Provisional Votes,Randy Sirmans (Rep)_Choice Total,G. Michael Lynch (I) (Rep)_Election Day Votes,G. Michael Lynch (I) (Rep)_Advanced Voting Votes,G. Michael Lynch (I) (Rep)_Absentee by Mail Votes,G. Michael Lynch (I) (Rep)_Provisional Votes,G. Michael Lynch (I) (Rep)_Choice Total,Kim Smith (Dem)_Election Day Votes,Kim Smith (Dem)_Advanced Voting Votes,Kim Smith (Dem)_Absentee by Mail Votes,Kim Smith (Dem)_Provisional Votes,Kim Smith (Dem)_Choice Total,Missy Jarrard (I) (Rep)_Election Day Votes,Missy Jarrard (I) (Rep)_Advanced Voting Votes,Missy Jarrard (I) (Rep)_Absentee by Mail Votes,Missy Jarrard (I) (Rep)_Provisional Votes,Missy Jarrard (I) (Rep)_Choice Total,calc_participation,Rep_total,Rep_steal,Dem_total,Dem_steal
Cherokee,190531.0,27626.0,65168.0,25877.0,21.0,118692.0,118692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,118692.0,0.0,0.0,0.0
Greene,14171.0,0.0,0.0,0.0,0.0,0.0,11011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,5027.0,1431.0,1.0,7285.0,593.0,1840.0,1284.0,9.0,3726.0,0.0,0.0,0.0,0.0,0.0,77.7,7285.0,7285.0,3726.0,0.0
Lanier,5462.0,0.0,0.0,0.0,0.0,0.0,3055.0,0.0,0.0,0.0,0.0,0.0,620.0,2037.0,398.0,0.0,3055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,3055.0,3055.0,0.0,0.0
White,20622.0,0.0,0.0,0.0,0.0,0.0,13402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3662.0,7226.0,2510.0,4.0,13402.0,65.0,13402.0,13402.0,0.0,0.0
Wilkinson,6470.0,0.0,0.0,0.0,0.0,0.0,3523.0,1277.0,1518.0,722.0,6.0,3523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.0,3523.0,3523.0
