County,Registered Voters,Bonnie Rich (I) (Rep)_Election Day Votes,Bonnie Rich (I) (Rep)_Advanced Voting Votes,Bonnie Rich (I) (Rep)_Absentee by Mail Votes,Bonnie Rich (I) (Rep)_Provisional Votes,Bonnie Rich (I) (Rep)_Choice Total,Mary Blackmon Campbell (Dem)_Election Day Votes,Mary Blackmon Campbell (Dem)_Advanced Voting Votes,Mary Blackmon Campbell (Dem)_Absentee by Mail Votes,Mary Blackmon Campbell (Dem)_Provisional Votes,Mary Blackmon Campbell (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Gwinnett,49968.0,3350.0,9200.0,4365.0,14.0,16929.0,1868.0,7481.0,6160.0,11.0,15520.0,32449.0,64.9,16929.0,15520.0
