County,Registered Voters,Deborah Silcox (I) (Rep)_Election Day Votes,Deborah Silcox (I) (Rep)_Advanced Voting Votes,Deborah Silcox (I) (Rep)_Absentee by Mail Votes,Deborah Silcox (I) (Rep)_Provisional Votes,Deborah Silcox (I) (Rep)_Choice Total,Shea Roberts (Dem)_Election Day Votes,Shea Roberts (Dem)_Advanced Voting Votes,Shea Roberts (Dem)_Absentee by Mail Votes,Shea Roberts (Dem)_Provisional Votes,Shea Roberts (Dem)_Choice Total,Total,calc_participation
Fulton,44817.0,1793.0,10475.0,4316.0,108.0,16692.0,1115.0,9908.0,5901.0,145.0,17069.0,33761.0,75.3
