County,Registered Voters,Bruce Williamson (I) (Rep)_Election Day Votes,Bruce Williamson (I) (Rep)_Advanced Voting Votes,Bruce Williamson (I) (Rep)_Absentee by Mail Votes,Bruce Williamson (I) (Rep)_Provisional Votes,Bruce Williamson (I) (Rep)_Choice Total,Debbie Reed (Dem)_Election Day Votes,Debbie Reed (Dem)_Advanced Voting Votes,Debbie Reed (Dem)_Absentee by Mail Votes,Debbie Reed (Dem)_Provisional Votes,Debbie Reed (Dem)_Choice Total,Total,calc_participation
Walton,48091.0,6480.0,13730.0,3595.0,7.0,23812.0,1313.0,3281.0,2292.0,9.0,6895.0,30707.0,63.9
