County,Registered Voters,Andrea Johnson (Rep)_Election Day Votes,Andrea Johnson (Rep)_Advanced Voting Votes,Andrea Johnson (Rep)_Absentee by Mail Votes,Andrea Johnson (Rep)_Provisional Votes,Andrea Johnson (Rep)_Choice Total,Michael S. Wilensky (I) (Dem)_Election Day Votes,Michael S. Wilensky (I) (Dem)_Advanced Voting Votes,Michael S. Wilensky (I) (Dem)_Absentee by Mail Votes,Michael S. Wilensky (I) (Dem)_Provisional Votes,Michael S. Wilensky (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
DeKalb,39094.0,1990.0,6443.0,2724.0,28.0,11185.0,1586.0,9288.0,5690.0,38.0,16602.0,27787.0,71.1,11185.0,16602.0
