County,Registered Voters,Reginald Thompson (Dem)_Election Day Votes,Reginald Thompson (Dem)_Advanced Voting Votes,Reginald Thompson (Dem)_Absentee by Mail Votes,Reginald Thompson (Dem)_Provisional Votes,Reginald Thompson (Dem)_Choice Total,Total,calc_participation,Dem_total
Muscogee,130878.0,10530.0,34986.0,20167.0,34.0,65717.0,65717.0,50.2,65717.0
