County,Registered Voters,Shane Cox_Election Day Votes,Shane Cox_Advanced Voting Votes,Shane Cox_Absentee by Mail Votes,Shane Cox_Provisional Votes,Shane Cox_Choice Total,Total,calc_participation
Jackson,24275.0,210.0,856.0,219.0,0.0,1285.0,1285.0,5.3
