County,Registered Voters,Archie McCook (I)_Election Day Votes,Archie McCook (I)_Advanced Voting Votes,Archie McCook (I)_Absentee by Mail Votes,Archie McCook (I)_Provisional Votes,Archie McCook (I)_Choice Total,Total,calc_participation
Jackson,12699.0,851.0,2527.0,804.0,0.0,4182.0,4182.0,32.9
