County,Registered Voters,Russell E. Barnes_Election Day Votes,Russell E. Barnes_Advanced Voting Votes,Russell E. Barnes_Absentee by Mail Votes,Russell E. Barnes_Provisional Votes,Russell E. Barnes_Choice Total,Patrick A. Lunceford_Election Day Votes,Patrick A. Lunceford_Advanced Voting Votes,Patrick A. Lunceford_Absentee by Mail Votes,Patrick A. Lunceford_Provisional Votes,Patrick A. Lunceford_Choice Total,George Reeves (I)_Election Day Votes,George Reeves (I)_Advanced Voting Votes,George Reeves (I)_Absentee by Mail Votes,George Reeves (I)_Provisional Votes,George Reeves (I)_Choice Total,Total,calc_participation,Ind_total
McDuffie,15033.0,837.0,3710.0,1023.0,0.0,5570.0,805.0,3757.0,1123.0,0.0,5685.0,951.0,4647.0,1704.0,0.0,7302.0,18557.0,123.4,7302.0
