County,Registered Voters,Bonnie Hudson Kelly (I) (Dem)_Election Day Votes,Bonnie Hudson Kelly (I) (Dem)_Advanced Voting Votes,Bonnie Hudson Kelly (I) (Dem)_Absentee by Mail Votes,Bonnie Hudson Kelly (I) (Dem)_Provisional Votes,Bonnie Hudson Kelly (I) (Dem)_Choice Total,Total,calc_participation
Baker,2258.0,326.0,525.0,303.0,2.0,1156.0,1156.0,51.2
