County,Registered Voters,Carlton Allen (I)_Election Day Votes,Carlton Allen (I)_Advanced Voting Votes,Carlton Allen (I)_Absentee by Mail Votes,Carlton Allen (I)_Provisional Votes,Carlton Allen (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,12699.0,845.0,2538.0,804.0,0.0,4187.0,4187.0,33.0,4187.0
