Precinct,County,Registered Voters,Greg Brown (I) (Rep)_Election Day Votes,Greg Brown (I) (Rep)_Advanced Voting Votes,Greg Brown (I) (Rep)_Absentee by Mail Votes,Greg Brown (I) (Rep)_Provisional Votes,Greg Brown (I) (Rep)_Choice Total,Total,
Precinct 5,Taylor,2219,103,535,88,5,731,731,
