Precinct,County,Registered Voters,Ron Stephens (I) (Rep)_Election Day Votes,Ron Stephens (I) (Rep)_Advanced Voting Votes,Ron Stephens (I) (Rep)_Absentee by Mail Votes,Ron Stephens (I) (Rep)_Provisional Votes,Ron Stephens (I) (Rep)_Choice Total,Marcus Thompson (Dem)_Election Day Votes,Marcus Thompson (Dem)_Advanced Voting Votes,Marcus Thompson (Dem)_Absentee by Mail Votes,Marcus Thompson (Dem)_Provisional Votes,Marcus Thompson (Dem)_Choice Total,Total,
Button Gwinnett,Liberty,2304,78,97,42,0,217,72,138,103,0,313,530,
