Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
Pearson County,Atkinson,1802,235,716,75,0,1026,32,92,36,0,160,5,4,2,0,11,1197,
Axson,Atkinson,742,194,257,27,1,479,25,16,4,0,45,1,2,0,0,3,527,
Willacoochee,Atkinson,1311,224,299,43,0,566,117,136,38,0,291,4,5,1,0,10,867,
Pearson City,Atkinson,944,63,147,19,0,229,76,201,52,0,329,4,2,0,0,6,564,
