Precinct,County,Registered Voters,Lacey Evans - Prue (Rep)_Election Day Votes,Lacey Evans - Prue (Rep)_Advanced Voting Votes,Lacey Evans - Prue (Rep)_Absentee by Mail Votes,Lacey Evans - Prue (Rep)_Provisional Votes,Lacey Evans - Prue (Rep)_Choice Total,Total,
Butts County Admin Bldg,Butts,17154,1052,7413,1591,3,10059,10059,
