Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
01 Bethlehem Community Center 3359,Barrow,463,979,335,0,1777,112,241,65,0,418,2195,,
02 Bethlehem Church - 211,Barrow,6784,700,2365,897,1,3963,172,550,142,0,864,4827,
03 Hmong New Hope Alliance Church 6364,Barrow,868,1664,690,1,3223,187,403,118,0,708,3931,,
04 Covenant Life Sanctuary,Barrow,4012,443,1137,405,0,1985,105,272,72,0,449,2434,
05 Fire Station 1 (Statham),Barrow,8336,927,2738,995,0,4660,229,625,175,0,1029,5689,
08 First Baptist Church Winder7009,Barrow,709,2365,752,0,3826,159,589,140,0,888,4714,,
13 Winder Community Center,Barrow,9393,819,2679,947,0,4445,195,665,187,0,1047,5492,
16 The Church at Winder,Barrow,10348,1053,3125,1143,4,5325,288,811,232,0,1331,6656,
