Precinct,County,Registered Voters,Leigh Gunn Jones (Dem)_Election Day Votes,Leigh Gunn Jones (Dem)_Advanced Voting Votes,Leigh Gunn Jones (Dem)_Absentee by Mail Votes,Leigh Gunn Jones (Dem)_Provisional Votes,Leigh Gunn Jones (Dem)_Choice Total,Total,
Warrenton,Warren,3785,412,1146,646,0,2204,2204,
