Precinct,County,Registered Voters,Brent Carter (I) (Rep)_Election Day Votes,Brent Carter (I) (Rep)_Advanced Voting Votes,Brent Carter (I) (Rep)_Absentee by Mail Votes,Brent Carter (I) (Rep)_Provisional Votes,Brent Carter (I) (Rep)_Choice Total,Total,
Jack Strickland Comm Center,Candler,6300,552,2663,575,0,3790,3790,
