Precinct,County,Registered Voters,Glyn Thrift (I) (Rep)_Election Day Votes,Glyn Thrift (I) (Rep)_Advanced Voting Votes,Glyn Thrift (I) (Rep)_Absentee by Mail Votes,Glyn Thrift (I) (Rep)_Provisional Votes,Glyn Thrift (I) (Rep)_Choice Total,Total,
Jack Strickland Comm Center,Candler,6300,548,2587,560,0,3695,3695,
