Precinct,County,Registered Voters,"Leonard Burse, Jr. (Dem)_Election Day Votes","Leonard Burse, Jr. (Dem)_Advanced Voting Votes","Leonard Burse, Jr. (Dem)_Absentee by Mail Votes","Leonard Burse, Jr. (Dem)_Provisional Votes","Leonard Burse, Jr. (Dem)_Choice Total",Total,
100,Ware,4740,276,1042,883,6,2207,2207,
